record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
619,38359839,The resting-state brain activity signatures for addictive disorders.,2024,"Med (New York, N.Y.)",motor impulsivity resting-state fMRI,unknown,BOLD variability,impulsivity (general),substance use disorder (SUD) or behavioral addiction (BEA),associated_with,higher,"altered dopaminergic, GABAergic, and acetylcholine system in SUD, while this also includes the serotonergic system in BEA",direct,0.8,The overall comparison between addiction cohorts and healthy subjects indicated significantly increased ReHo and ALFF in the right striatum (putamen) and bilateral supplementary motor area.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),BOLD variability,higher,"The sentence partially supports the claim as it mentions increased ReHo and ALFF, which can be related to BOLD variability. However, it does not directly mention impulsivity or the relationship between the brain activity and impulsivity. The directness_supported field is set to false because the sentence does not name both phenotype and feature.",
620,39422700,Evolution of aberrant brain-wide spatiotemporal dynamics of resting-state networks in a Huntington's disease mouse model.,2024,Clinical and translational medicine,motor impulsivity resting-state fMRI,unknown,dynamic connectivity,impulsivity (general),Huntington's disease,associated_with,unclear,unknown,unclear,0.6,Hyperactivity in the LCN-linked regions within short QPPs observed before motor impairment onset.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),dynamic connectivity,increased,"The sentence mentions hyperactivity, which can be associated with increased impulsivity. However, the direction is not explicitly stated, and the directness is also unclear. The brain system is mentioned as LCN-linked regions, which is not specified in the claim.",
621,37558974,Static and dynamic changes of intrinsic brain local connectivity in internet gaming disorder.,2023,BMC psychiatry,motor impulsivity resting-state fMRI,unknown,dynamic connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,,direct,0.8,"Compared with HCs, IGDs showed both increased static and dynamic intrinsic local connectivity in bilateral medial superior frontal gyrus (mSFG), superior frontal gyrus (SFG), and supplementary motor area (SMA).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),dynamic connectivity,higher,"The sentence directly supports the claim by stating a group difference (IGDs vs HCs) and a specific brain region (bilateral medial superior frontal gyrus, superior frontal gyrus, and supplementary motor area) that shows increased intrinsic local connectivity, which is associated with impulsivity (general) in the context of internet gaming disorder.",
622,27447451,Altered brain functional networks in people with Internet gaming disorder: Evidence from resting-state fMRI.,2016,Psychiatry research. Neuroimaging,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,unclear,0.6,"The IGD subjects showed reduced regional centralities in the prefrontal cortex, left posterior cingulate cortex, right amygala, and bilateral lingual gyrus, and increased functional connectivity in sensory-motor-related brain networks compared to the HC subjects.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,decreased,"The sentence partially supports the claim, but the direction and directness need to be revised. The phenotype is impulsivity (general), which is supported. The feature type is functional connectivity, which is also supported. The relationship is associated_with, which is supported. However, the direction is unclear and should be revised to decreased regional centralities and increased functional connectivity. The directness is unclear and should be revised to name both phenotype and feature.",
623,28715675,Resting-state brain networks in patients with Parkinson's disease and impulse control disorders.,2017,Cortex; a journal devoted to the study of the nervous system and behavior,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,unclear,indirect,0.7,"The presence of ICD symptoms was associated with an increased connectivity within the salience and default-mode networks, as well as with a decreased connectivity within the central executive network.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), and direction (increased). The directness is also supported as the sentence names both phenotype and feature.",
624,35567768,Extracting electrophysiological correlates of functional magnetic resonance imaging data using the canonical polyadic decomposition.,2022,Human brain mapping,motor impulsivity resting-state fMRI,unknown,EEG connectivity,unknown,unknown,associated_with,unclear,neurovascular coupling mechanisms,unclear,0.5,The relation between electrophysiology and BOLD-fMRI requires further elucidation.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not support the structured claim as it does not mention any specific phenotype, feature, or relationship.",
625,27381822,Altered resting-state neural activity and changes following a craving behavioral intervention for Internet gaming disorder.,2016,Scientific reports,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,unclear,direct,0.8,"IGD subjects showed decreased amplitude of low fluctuation in the orbital frontal cortex and posterior cingulate cortex, and exhibited increased resting-state functional connectivity between the posterior cingulate cortex and dorsolateral prefrontal cortex, compared with HC subjects.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,decreased,"The sentence partially supports the claim, but the direction of the relationship is not clearly stated. The corrected phenotype is 'impulsivity (general)' as it is related to the 'orbital frontal cortex' and 'posterior cingulate cortex'. The corrected feature type is 'functional connectivity' as it is mentioned in the sentence. The corrected direction is 'decreased' as it is mentioned for the amplitude of low fluctuation in the orbital frontal cortex and posterior cingulate cortex.",
626,27083527,Dissociated neural substrates underlying impulsive choice and impulsive action.,2016,NeuroImage,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"RSFC analysis using the FP and right IFG as seed regions revealed two distinct networks that correspond well to the 'waiting' and 'stopping' systems, respectively.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any related phenotype, and it does not describe a relationship between functional connectivity and impulsivity.",
627,38300175,Alterations in the brain functional network of abstinent male individuals with methamphetamine use disorder.,2024,"Cerebral cortex (New York, N.Y. : 1991)",motor impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,methamphetamine use disorder,associated_with,lower,unclear,direct,0.8,participants with methamphetamine use disorder had decreased frontoparietal functional connectivity strength.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,motor impulsivity,functional connectivity,lower,"The sentence does not directly state the relationship between motor impulsivity and functional connectivity, but it does mention a decrease in functional connectivity strength, which is consistent with the claim. However, the direction is not explicitly stated as lower, and the directness is not explicitly stated as direct.",
628,37502837,Early Life Stress and Body-Mass Index Modulate Brain Connectivity in Alcohol Use Disorder.,2023,Research square,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),alcohol use disorder,associated_with,unclear,unknown,indirect,0.7,"The link between AUD and higher body-mass index (BMI) is known, but we lack understanding of how BMI impacts the relationship between ELS and brain connectivity in individuals with AUD.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not support the claim as it discusses a different relationship between BMI and brain connectivity, and does not mention impulsivity or functional connectivity.",
629,32428984,Adolescent alcohol use disrupts functional neurodevelopment in sensation seeking girls.,2021,Addiction biology,motor impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,unknown,associated_with,unclear,disrupts,unclear,0.7,"Girls showed greater within-network connectivity in two motor networks with more alcohol consumption, and these effects were mediated by sensation-seeking only in girls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,increased,"The sentence clearly supports the claim by stating a specific association between motor impulsivity and increased functional connectivity in motor networks, with a clear direction of increased connectivity with more alcohol consumption.",
