record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
594,38123729,Inactivation of hypocretin receptor-2 signaling in dopaminergic neurons induces hyperarousal and enhanced cognition but impaired inhibitory control.,2024,Molecular psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,higher,,direct,0.8,"DAHcrtr2-deficient mice manifest faster task acquisition and higher choice accuracy under increasingly demanding task contingencies. However, the mice concurrently displayed maladaptive patterns of reward-seeking, with behavioral indices of enhanced impulsivity and compulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning attentional impulsivity as a behavioral index of enhanced impulsivity and compulsivity, and describing higher choice accuracy under increasingly demanding task contingencies.",
595,24576926,Functional connectivity and temporal variability of brain connections in adults with attention deficit/hyperactivity disorder and bipolar disorder.,2014,Neuropsychobiology,attentional impulsivity functional connectivity,unknown,BOLD variability,attentional impulsivity,ADHD,associated_with,unclear,,direct,0.8,"In the ADHD group, temporal variability of functional connections was associated with executive function and memory deficits.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,BOLD variability,increased,"The sentence partially supports the claim, but the direction is unclear and the feature type is not explicitly mentioned as BOLD variability. The corrected phenotype and feature type are based on the extracted claim.",
596,22153589,Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder.,2012,Biological psychiatry,attentional impulsivity functional connectivity,default-mode network,functional connectivity,attentional impulsivity,children with attention-deficit/hyperactivity disorder,associated_with,lower,,direct,0.8,"In ADHD children, the orbitofrontal cortex (region involved in salience attribution) had higher connectivity with reward-motivation regions (striatum and anterior cingulate) and lower connectivity with superior parietal cortex (region involved in attention processing).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,functional connectivity,higher,"The sentence does not support the claim because it mentions a different brain region (orbitofrontal cortex) and a different brain system (reward-motivation regions) than the extracted claim. Additionally, the direction of the relationship is mixed (higher and lower connectivity) and does not match the extracted direction (lower).",
597,25936249,The neurobiology of aggression and violence.,2015,CNS spectrums,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,no,no,no,no,attentional impulsivity,functional connectivity,,The sentence partially supports the claim but needs revision or is indirect. The relationship and direction are unclear.,
598,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,unknown,unknown,attentional impulsivity,unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,,,,
599,29033857,An Update Overview on Brain Imaging Studies of Internet Gaming Disorder.,2017,Frontiers in psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,Internet gaming disorder,disruption_in,lower,,direct,0.7,"IGD adolescents had also disruption in the functional connectivity in areas responsible for learning memory and executive function, processing of auditory, visual, and somatosensory stimuli and relay of sensory and motor signals.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,lower,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim.",
600,40840870,Comparison of 5-Day Multidaily Neuronavigated Theta-Burst Sessions With 6-Week Standard Repetitive Transcranial Magnetic Stimulation (the Dutch Depression Outcome Trial): Protocol for a Randomized Controlled Trial.,2025,JMIR research protocols,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,major depressive disorder,unclear,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention attentional impulsivity, functional connectivity, or any relationship between them.",
601,24023940,Elevated functional connectivity in a striatal-amygdala circuit in pathological gamblers.,2013,PloS one,attentional impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,pathological gamblers,associated_with,higher,,direct,0.85,we observed reliable increases in functional coupling between striatum and bilateral amygdala in gamblers vs. controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,The sentence directly supports the association between nonplanning impulsivity and higher functional connectivity in the striatal-amygdala circuit in pathological gamblers.,
602,24926234,Subcircuit-specific neuromodulation in the prefrontal cortex.,2014,Frontiers in neural circuits,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,,indirect,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,,The sentence partially supports the claim but needs revision or is indirect. The direction and directness are unclear.,
603,32066697,Shared and distinct resting functional connectivity in children and adults with attention-deficit/hyperactivity disorder.,2020,Translational psychiatry,attentional impulsivity functional connectivity,"default mode network, salience/ventral attention network, somatomotor network, dorsal attention network, limbic network",functional connectivity,nonplanning impulsivity,"ADHDchild, ADHDadult",correlated_with,higher,,direct,0.8,"The ADHD-discriminative FCs shared in children and adults lie in the intra-network within default mode network (DMN) and the inter-network between DMN and ventral attention network, positively correlated with total scores of ADHD symptoms.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,"The sentence clearly supports the claim, mentioning a specific phenotype (ADHD symptoms), feature type (functional connectivity), relationship (correlated with), direction (positively correlated), and directness (direct). The brain system mentioned in the sentence (default mode network and ventral attention network) is a subset of the brain systems mentioned in the extracted claim, which is acceptable.",
604,38176941,The Role of the Cerebellum in Drug Reward: A Review.,2023,Journal of integrative neuroscience,attentional impulsivity functional connectivity,unknown,unknown,attentional impulsivity,unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention attentional impulsivity, so it does not support the phenotype. Additionally, it does not support the feature, relationship, direction, or directness.",
605,18568333,[Legal aspects of hyperkinetic disorders/ADHD].,2008,Der Nervenarzt,attentional impulsivity functional connectivity,unknown,unknown,attentional impulsivity,unknown,unknown,unclear,,background,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention a phenotype-feature association, making it unsupported for the claim.",
606,32994553,Impulsive prepotent actions and tics in Tourette disorder underpinned by a common neural network.,2021,Molecular psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,Tourette disorder,correlates_with,higher,,direct,0.8,This effect was mediated by connectivity between the right orbito-frontal cortex with caudate nucleus bilaterally.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention nonplanning impulsivity, and it does not describe a correlation between nonplanning impulsivity and functional connectivity.",
607,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,unknown,unknown,attentional impulsivity,unknown,unknown,unclear,,unclear,,,no,evidence_strength not a number,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,no,no,no,no,attentional impulsivity,behavioral,positive,"The sentence does not explicitly mention a feature type or relationship, but it does mention a phenotype. The direction is unclear, but the corrected direction is assumed to be positive based on the context of the paper title.",
608,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,Obsessive-Compulsive Disorder,associated_with,lower,,direct,0.75,Lower precuneus activation with increased planning taskload was correlated with symptom reduction in the dorsolateral prefrontal cortex group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,lower,"The sentence does not directly support the direction of the claim. The direction of the claim is 'lower', but the sentence states 'lower precuneus activation', which is a different direction. The sentence also does not directly support the directness of the claim, as it does not name both phenotype and feature. The phenotype 'attentional impulsivity' is supported, as it is mentioned in the diagnostic context. The feature 'functional connectivity' is also supported, as it is implied by the mention of 'activation' and 'cortical group'. The relationship 'associated_with' is supported, as the sentence states 'correlated with'. The brain system is not supported, as it is not mentioned in the sentence. The mechanism is not supported, as it is not mentioned in the sentence.",
