record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
106,24655656,Increased structural connectivity in corpus callosum in adolescent males with conduct disorder.,2014,Journal of the American Academy of Child and Adolescent Psychiatry,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),conduct disorder,associated_with,higher,unclear,direct,0.8,Exploratory analysis revealed that impulsivity associated positively with the FA of these fibers in the CD group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, structural connectivity as the feature type, association as the relationship, higher as the direction, and directness is also supported as the sentence names both phenotype and feature.",,Mistral 7B
108,24582821,Differential associations between impulsivity and risk-taking and brain activations underlying working memory in adolescents.,2014,Addictive behaviors,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,unclear,0.7,"The BIS-11A evidenced that motor impulsivity was associated with activity in regions recruited during all stages of working memory,",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,motor impulsivity,functional connectivity,higher,"The sentence supports the phenotype, feature, and relationship, but the directness is unclear because it does not specify whether the association is direct or indirect. The phenotype and feature need to be corrected to match the sentence exactly.",,Mistral 7B
109,40037660,Impulse control deficits among patients with nonsuicidal self-injury: a mediation analysis based on structural imaging.,2025,Journal of psychiatry & neuroscience : JPN,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,motor impulsivity,nonsuicidal self-injury,associated_with,higher,decreased grey matter volume and increased white matter volume,direct,0.8,"Patients with NSSI exhibited decreased grey matter volume and increased white matter volume, with no significant difference in cortical thickness.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,structural connectivity,higher,"The sentence directly supports the association between motor impulsivity and structural connectivity, with a higher level of structural connectivity in patients with nonsuicidal self-injury.",,Mistral 7B
110,27199831,Altered Gray Matter Volume and White Matter Integrity in College Students with Mobile Phone Dependence.,2016,Frontiers in psychology,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),Mobile Phone Dependence,associated_with,lower,decreased gray matter volume and white matter integrity,direct,0.8,"In light of underlying trait impulsivity, results revealed decreased GMV in the MPD group relative to controls in regions such as the right superior frontal gyrus (sFG), right inferior frontal gyrus (iFG), and bilateral thalamus (Thal).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a specific association between impulsivity and decreased gray matter volume in certain brain regions.",,Mistral 7B
111,33316716,Cingulate white matter volume and associated cognitive and behavioral impulsivity in Veterans with a history of suicide behavior.,2021,Journal of affective disorders,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,nonplanning impulsivity,Veterans with a history of suicide behavior,associated_with,unclear,,unclear,0.7,Reduction in rACC WMV in Veterans with SA was negatively correlated with nonplanning measures.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,structural connectivity,negatively correlated,"The sentence clearly supports the phenotype, feature, relationship, and direction/directness when stated.",,Mistral 7B
112,26483645,"fMRI investigation of response inhibition, emotion, impulsivity, and clinical high-risk behavior in adolescents.",2015,Frontiers in systems neuroscience,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,ARBS risk scores correlated highly (0.78) with impulsivity scores from the Barratt Impulsivity scale (BIS).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,positive,"The sentence clearly supports the association between impulsivity and ARBS risk scores, indicating a positive direction. The phenotype and relationship are directly stated, and the feature type is unknown but not overclaimed.",,Mistral 7B
113,29034964,Hemispheric asymmetry of the frontolimbic cortex in young adults with borderline personality disorder.,2017,Acta psychiatrica Scandinavica,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,attentional impulsivity,borderline personality disorder,associated_with,unclear,,unclear,0.7,Patients with BPD had reduced cortical thickness in left ACC and less surface area and gray matter volume in left AI.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,structural connectivity,decreased,"The sentence clearly supports the association between attentional impulsivity and reduced cortical thickness, surface area, and gray matter volume in the left ACC and AI, respectively. The direction of the association is implied to be decreased, as the sentence mentions 'reduced' cortical thickness and 'less' surface area and gray matter volume.",,Mistral 7B
114,18465751,A voxel-based morphometry study of frontal gray matter correlates of impulsivity.,2009,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.8,GM volumes of the left and right OFC were inversely correlated with the BIS total score.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly states that GM volumes of the left and right OFC are inversely correlated with the BIS total score, which is a measure of impulsivity. This supports the claim of impulsivity being associated with lower structural connectivity in the OFC.",,Mistral 7B
115,26711526,"Impulsivity across the psychosis spectrum: Correlates of cortical volume, suicidal history, and social and global function.",2016,Schizophrenia research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),psychotic disorders,correlates_with,unclear,unclear,unclear,0.7,Patients with psychotic disorders appear to exhibit greater impulsivity-related behaviors relative to healthy controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavior,greater,"The sentence partially supports the claim, but the feature type is not specified. The corrected feature type is 'behavior' based on the context of 'impulsivity-related behaviors'. The direction is also not clear, but it can be inferred as 'greater' based on the phrase 'greater impulsivity-related behaviors'.",,Mistral 7B
116,25142098,Dopamine D(2/3) receptor availability and human cognitive impulsivity: a high-resolution positron emission tomography imaging study with [¹¹C]raclopride.,2014,Acta neuropsychiatrica,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,higher,unknown,direct,0.8,The analysis revealed that the non-planning impulsiveness subscale scores on the BIS-11 had significant positive correlations with D(2/3) receptor availability in the pre-commissural dorsal caudate.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,"The sentence clearly supports the extracted claim by stating a direct association between nonplanning impulsivity and D(2/3) receptor availability in the pre-commissural dorsal caudate, which is a specific brain region.",,Mistral 7B
117,28695069,Morphological connectivity correlates with trait impulsivity in healthy adults.,2017,PeerJ,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.7,The BIS total score was found to correlate with the MCs between the ACC and two other brain regions in the right hemisphere.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a correlation between impulsivity and structural connectivity in the brain.",,Mistral 7B
118,26187551,Self-reported impulsivity is negatively correlated with amygdalar volumes in cocaine dependence.,2015,Psychiatry research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),cocaine dependence,correlates_with,unclear,,unclear,0.7,Cocaine-dependent individuals showed significant negative correlations between amygdalar volumes and scores on the BIS-11 Attentional subscale,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,negatively,The sentence clearly supports the extracted claim by stating a negative correlation between amygdalar volumes and impulsivity scores in cocaine-dependent individuals.,,Mistral 7B
119,32428790,Higher impulsivity and lower grey matter volume in the bilateral prefrontal cortex in long-term abstinent individuals with severe methamphetamine use disorder.,2020,Drug and alcohol dependence,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),severe methamphetamine use disorder,associated_with,lower,unclear,direct,0.8,We observed significantly higher BIS-11 impulsivity scores and lower GMV in the bilateral superior frontal cortex of SMUD-A individuals than in those of control subjects.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,The sentence directly supports the claim by stating a significant association between impulsivity and lower grey matter volume in the bilateral superior frontal cortex.,,Mistral 7B
122,40845440,"A multimethod examination of impulsivity and its association with gamma-aminobutyric acid (GABA), glutamate, and other neurometabolite levels in youth who do and do not use alcohol.",2025,Addictive behaviors,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,unclear,0.6,"Compared to controls, youth who use alcohol had higher impulsivity on the BIS-11 attentional, non-planning, and motor subscales.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral performance (specific),higher,"The sentence clearly supports the extracted claim by stating a higher impulsivity in youth who use alcohol compared to controls, specifically on the BIS-11 attentional, non-planning, and motor subscales. The phenotype, feature, relationship, and direction are all clearly stated and supported by the evidence.",,Mistral 7B
