record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label,consensus_models,consensus_model_count
104,39875081,Exploratory structural neuroimaging examination of impulsivity in severe alcohol use disorder: Persistent implication of the ventral striatum.,2025,Behavioural brain research,Barratt Impulsiveness Scale fMRI,ventral striatum,structural connectivity,impulsivity (general),severe AUD,correlates_with,unclear,,direct,0.7,In the sAUD group there were significant positive correlations between certain impulsivity measures and gray matter volume of the nucleus accumbens.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,"The sentence clearly supports the claim by stating a significant positive correlation between impulsivity measures and gray matter volume in the nucleus accumbens, which is part of the ventral striatum.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
110,27199831,Altered Gray Matter Volume and White Matter Integrity in College Students with Mobile Phone Dependence.,2016,Frontiers in psychology,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),Mobile Phone Dependence,correlates_with,lower,,direct,0.85,"In light of underlying trait impulsivity, results revealed decreased GMV in the MPD group relative to controls in regions such as the right superior frontal gyrus (sFG), right inferior frontal gyrus (iFG), and bilateral thalamus (Thal).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,The sentence clearly supports the extracted claim by stating a correlation between impulsivity and decreased gray matter volume in specific brain regions.,,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
178,28391138,Associations between serotonin transporter and behavioral traits and diagnoses related to anxiety.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,direct,0.85,"High (but not low)-risk offspring with two risk (short, s) alleles had higher impulsivity (+13%).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between the serotonin transporter and impulsivity in high-risk offspring.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
188,27614152,"Impulsivity, implicit attitudes and explicit cognitions, and alcohol dependence as predictors of pathological gambling.",2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"pathological gamblers, alcohol dependent",predicts,higher,,indirect,0.8,"Impulsivity (BIS-11) and changes in implicit attitudes (IAT) were able to discriminate between pathological gamblers and controls, the latter being less impulsive and having fewer implicit attitudes towards gambling.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),unknown,lower,"The sentence partially supports the claim, but the feature is not specified. The corrected feature type is unknown because the sentence does not provide enough information to determine the feature type. The direction is corrected to lower because the sentence states that controls are less impulsive.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
191,14675743,Neurobiological correlates of diagnosis and underlying traits in patients with borderline personality disorder compared with normal controls.,2004,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,direct,0.8,Borderline subjects with high BIS scores showed prolactin blunting.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),unknown,higher,"The sentence does not name the feature, and the directness is not fully supported because it does not name both phenotype and feature.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
251,35193713,Enhanced resting-state EEG source functional connectivity within the default mode and reward-salience networks in internet gaming disorder.,2022,Psychological medicine,impulsivity resting-state fMRI functional connectivity,"default mode network, reward/salience network",EEG connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,,direct,0.8,"Patients with IGD showed increased theta, alpha, and beta connectivity within the DMN between the orbitofrontal cortex and parietal regions compared with HCs.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),EEG connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific brain system (default mode network) and a direct association between the phenotype (impulsivity) and the feature (EEG connectivity).",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
270,35710854,Resting-state functional connectivity and socioemotional processes in male perpetrators of intimate partner violence against women.,2022,Scientific reports,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),male perpetrators of intimate partner violence against women,correlates_with,higher,,direct,0.8,"Male perpetrators in comparison to other offenders and non-offenders, presented higher rsFC between prefrontal, limbic, brainstem, temporal and basal ganglia areas.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),functional connectivity,higher,"The sentence partially supports the claim because it mentions a group difference and a phenotype-feature association, but it does not name the phenotype directly. The phenotype 'impulsivity (general)' can be inferred from the context, but it would be more accurate to name it directly. The feature type 'functional connectivity' is also mentioned, but the direction 'higher' is supported. The directness is not fully supported because the sentence does not name both phenotype and feature directly.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
272,34425489,Prospective study on resting state functional connectivity in adolescents with major depressive disorder after antidepressant treatment.,2021,Journal of psychiatric research,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),major depressive disorder,associated_with,higher,,indirect,0.6,The positive rsFC between the right DLPFC and the left putamen/right frontal operculum were shown to be higher in patients than in the controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the claim by stating a higher positive rsFC in patients than in controls, which is associated with impulsivity (general) and functional connectivity.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
312,25757797,Differential relations between juvenile psychopathic traits and resting state network connectivity.,2015,Human brain mapping,impulsivity resting-state fMRI functional connectivity,"default mode network, frontoparietal/control network",functional connectivity,impulsivity (general),juvenile psychopathic traits,associated_with,unclear,,direct,0.8,Impulsive-irresponsible traits were associated with altered connectivity patterns in the frontoparietal cognitive control networks.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning impulsivity (general) as the phenotype, functional connectivity as the feature type, associated_with as the relationship, unclear as the direction, and direct as the directness. The brain system mentioned in the sentence matches the extracted brain system.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
316,25738502,Decreased prefrontal lobe interhemispheric functional connectivity in adolescents with internet gaming disorder: a primary study using resting-state FMRI.,2015,PloS one,impulsivity resting-state fMRI functional connectivity,prefrontal lobe,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,,direct,0.8,"Compared to healthy controls, IGD participants showed decreased VMHC between the left and right superior frontal gyrus (orbital part), inferior frontal gyrus (orbital part), middle frontal gyrus and superior frontal gyrus.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly compares IGD participants to healthy controls, showing a decrease in functional connectivity between specific brain regions, which is consistent with the extracted claim.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
353,33564081,Alterations in reward network functional connectivity are associated with increased food addiction in obese individuals.,2021,Scientific reports,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),food addiction,associated_with,higher,dysregulation of the dopaminergic pathway,direct,0.8,Individuals with food addiction showed greater connectivity between regions of the reward network suggesting dysregulation of the dopaminergic pathway.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning the association between impulsivity (general) and functional connectivity in the context of food addiction, with a higher direction and direct relationship.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
363,25282597,Differences in functional connectivity between alcohol dependence and internet gaming disorder.,2015,Addictive behaviors,impulsivity fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,differences,unclear,,unclear,0.7,"Both AD and IGD subjects have positive functional connectivity between the dorsolateral prefrontal cortex (DLPFC), cingulate, and cerebellum. In addition, both groups have negative functional connectivity between the DLPFC and the orbitofrontal cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim by describing differences in functional connectivity between the brain regions mentioned, which is associated with impulsivity. The direction of the relationship is also clear, as it mentions positive and negative functional connectivity.",,Mistral 7B,Mistral 7B;Qwen 2.5 7B,2
405,23451272,Decreased functional brain connectivity in adolescents with internet addiction.,2013,PloS one,impulsivity neuroimaging functional connectivity,unknown,functional connectivity,impulsivity (general),internet addiction,associated_with,lower,,direct,0.8,Adolescents with internet addiction showed reduced functional connectivity spanning a distributed network.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states that adolescents with internet addiction have reduced functional connectivity, which matches the extracted claim.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
445,26494799,Dopaminergic Modulation of the Functional Ventrodorsal Architecture of the Human Striatum.,2017,"Cerebral cortex (New York, N.Y. : 1991)",trait impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.85,Individuals with high trait impulsivity exhibited greater drug-induced increases (after stimulation) and decreases (after blockade) of ventral-to-dorsal striatal connectivity than those with low trait impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim by stating a direct association between impulsivity and functional connectivity in the striatum, with a higher level of connectivity in individuals with high impulsivity.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
