record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
621,37558974,Static and dynamic changes of intrinsic brain local connectivity in internet gaming disorder.,2023,BMC psychiatry,motor impulsivity resting-state fMRI,unknown,dynamic connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,,direct,0.8,"Compared with HCs, IGDs showed both increased static and dynamic intrinsic local connectivity in bilateral medial superior frontal gyrus (mSFG), superior frontal gyrus (SFG), and supplementary motor area (SMA).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),dynamic connectivity,higher,"The sentence directly supports the claim by stating a group difference (IGDs vs HCs) and a specific brain region (bilateral medial superior frontal gyrus, superior frontal gyrus, and supplementary motor area) that shows increased intrinsic local connectivity, which is associated with impulsivity (general) in the context of internet gaming disorder.",,Mistral 7B
623,28715675,Resting-state brain networks in patients with Parkinson's disease and impulse control disorders.,2017,Cortex; a journal devoted to the study of the nervous system and behavior,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,unclear,indirect,0.7,"The presence of ICD symptoms was associated with an increased connectivity within the salience and default-mode networks, as well as with a decreased connectivity within the central executive network.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), and direction (increased). The directness is also supported as the sentence names both phenotype and feature.",,Mistral 7B
629,32428984,Adolescent alcohol use disrupts functional neurodevelopment in sensation seeking girls.,2021,Addiction biology,motor impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,unknown,associated_with,unclear,disrupts,unclear,0.7,"Girls showed greater within-network connectivity in two motor networks with more alcohol consumption, and these effects were mediated by sensation-seeking only in girls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,increased,"The sentence clearly supports the claim by stating a specific association between motor impulsivity and increased functional connectivity in motor networks, with a clear direction of increased connectivity with more alcohol consumption.",,Mistral 7B
630,22901705,Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.,2012,Behavioral and brain functions : BBF,motor impulsivity resting-state fMRI,unknown,BOLD variability,unknown,internet gaming addiction,associated_with,unclear,,unclear,0.6,"Comparing to the healthy controls, IGA subjects show enhanced ReHo in brainstem, inferior parietal lobule, left posterior cerebellum, and left middle frontal gyrus. All of these regions are thought related with sensory-motor coordination.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,internet gaming addiction,BOLD variability,increased,"The sentence clearly states that IGA subjects show enhanced ReHo in certain brain regions, which supports the claim of an association between internet gaming addiction and increased BOLD variability in these regions. The direction of the association is also clear, as it is described as 'enhanced'. The directness of the association is also clear, as it is stated that the regions are related to sensory-motor coordination, which is a specific feature.",,Mistral 7B
631,28168274,"Influences of Age, Sex, and Moderate Alcohol Drinking on the Intrinsic Functional Architecture of Adolescent Brains.",2018,"Cerebral cortex (New York, N.Y. : 1991)",motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,"executive-control frontolimbicstriatal connectivity was stronger in older than younger adolescents, particularly boys, and predicted better ability in balance, memory, and impulse control.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the claim, mentioning a specific relationship between executive-control frontolimbicstriatal connectivity and impulsivity, as well as a direction (stronger connectivity being associated with better ability).",,Mistral 7B
632,36807959,Internet gaming disorder and tobacco use disorder share neural connectivity patterns between the subcortical and the motor network.,2023,Human brain mapping,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,"enhanced connectivity may indicate a greater association between rewards and behaviors, inducing addiction behaviors without flexible and complex regulation",direct,0.8,PIGD and PTUD exhibited common enhanced node strength between the subcortical and motor networks.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,enhanced,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (associated with), direction (enhanced), and directness (direct).",,Mistral 7B
634,28462585,Pramipexole Modulates Interregional Connectivity Within the Sensorimotor Network.,2017,Brain connectivity,motor impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,unknown,associated_with,lower,D2 agonists distort functional connections,direct,0.9,The connectivity between the right caudate nucleus and other cortical regions was weaker under pramipexole than under placebo.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,lower,"The sentence directly states a relationship between pramipexole and weaker functional connectivity, which is consistent with the claim.",,Mistral 7B
635,25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Parkinson disease,associated_with,unclear,,direct,0.8,The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional disconnection,unclear,"The sentence directly supports the association between impulsivity and functional disconnection in Parkinson disease, with unclear direction. The corrected phenotype and feature type are based on the sentence, and the corrected direction is the same as the original direction.",,Mistral 7B
637,41932579,Improvement in Tics and Motor Impulsivity Is Associated with Functional and Receptor-Enriched Connectivity changes in Adolescents with Tourette Disorder.,2026,Biological psychiatry. Cognitive neuroscience and neuroimaging,motor impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,Tourette Disorder,associated_with,unclear,,unclear,0.7,Changes in motor and limbic fronto-striatal functional connectivity were associated with longitudinal improvements in tics and WI in TD adolescents.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,associated with improvements,"The sentence clearly supports the claim, mentioning both the phenotype (tics and motor impulsivity) and the feature (functional connectivity), and stating a relationship (associated with) and direction (improvements). The directness is also supported as both phenotype and feature are named. The sentence does not overclaim as it mentions a phenotype-feature association.",,Mistral 7B
639,28490656,Role of habenula and amygdala dysfunction in Parkinson disease patients with punding.,2017,Neurology,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Parkinson disease,associated_with,unclear,,unclear,0.7,"PD-punding patients showed higher functional connectivity of habenula and amygdala with thalamus and striatum bilaterally, and lower connectivity between bilateral habenula and left frontal and precentral cortices.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,The sentence clearly supports the extracted claim by stating a specific association between impulsivity and functional connectivity in PD-punding patients.,,Mistral 7B
640,28040671,Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity.,2017,Brain : a journal of neurology,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,higher,stimulation,direct,0.8,We show that stimulation of the subthalamic nucleus is causally implicated in increasing decisional impulsivity...,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the claim by stating a direct relationship between stimulation of the subthalamic nucleus and an increase in decisional impulsivity.,,Mistral 7B
645,32169732,Structural and functional abnormalities within sensori-motor and limbic networks underpin intermittent explosive symptoms in Tourette disorder.,2020,Journal of psychiatric research,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Tourette disorder,associated_with,unclear,unclear,direct,0.8,"TD patients (without ADHD) with IEO compared to TD without IEO, showed altered connectivity pattern among the orbito-frontal cortex, amygdala and hippocampus.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and altered functional connectivity in TD patients with IEO compared to TD without IEO.",,Mistral 7B
646,26689148,Brain connectivity and psychiatric comorbidity in adolescents with Internet gaming disorder.,2017,Addiction biology,motor impulsivity resting-state fMRI,unknown,functional connectivity,unknown,"Internet gaming disorder, major depressive disorder, attention deficit hyperactivity disorder (ADHD)",associated_with,unclear,unclear,unclear,0.6,Patients with IGD showed an increased functional correlation between seven pairs of regions...,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Mistral 7B
